review,label,phrase,sentiment
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Amazing Food,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Amazing Service,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Beautiful Stay,positive
It was a lovely experience. The entire team went the extra mile to make our night very special. We really enjoyed ourselves and food and service was amazing. We had a beautiful stay and would highly recommend this hotel.,10,Highly Recommended,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Nice Position,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Walking Distance to Shopping,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Walking Distance to Restaurants,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Well Priced,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Comfortable Rooms,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Spotlessly Clean,positive
"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",9,Very Nice Staff,positive
?È?·?È???È?·taxi service to the airport. very late and we couldn't check in. It's not a good experience.,7,Late Taxi Service,neutral
?È?·?È???È?·taxi service to the airport. very late and we couldn't check in. It's not a good experience.,7,Couldn't Check In,neutral
?È?·?È???È?·taxi service to the airport. very late and we couldn't check in. It's not a good experience.,7,Poor Experience,neutral
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Comfortable Hotel,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Wonderful Experience,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Excellent Room Service,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,No Noise,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Awesome Location,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Reasonable Rates,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Delicious Breakfast,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Good Hospitality,positive
Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,9,Good Stay,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Pleasant Stay,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Comfortable Room,positive
"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",9,Well Mannered Staff,positive
"Location was very premium, staff was super active. The hotel was quite good. The hotel is too close to the new delhi railway station.",10,Premium Location,positive
"Location was very premium, staff was super active. The hotel was quite good. The hotel is too close to the new delhi railway station.",10,Super Active Staff,positive
"Location was very premium, staff was super active. The hotel was quite good. The hotel is too close to the new delhi railway station.",10,Quite Good Hotel,positive
"Location was very premium, staff was super active. The hotel was quite good. The hotel is too close to the new delhi railway station.",10,Close to New Delhi Station,positive
"Rooms are clean and comfortable.Staff was very helpful and friendly.Foods was awesome,Value for money stay?Û?Èº?™.",10,Clean Rooms,positive
"Rooms are clean and comfortable.Staff was very helpful and friendly.Foods was awesome,Value for money stay?Û?Èº?™.",10,Comfortable Rooms,positive
"Rooms are clean and comfortable.Staff was very helpful and friendly.Foods was awesome,Value for money stay?Û?Èº?™.",10,Helpful Staff,positive
"Rooms are clean and comfortable.Staff was very helpful and friendly.Foods was awesome,Value for money stay?Û?Èº?™.",10,Friendly Staff,positive
